"sim","N","beta0","beta1","muU","sigmaU","q","tau","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.114509155785747,-2.20079304085192,0.00329701204106397,0.0142676514006659,0.000965706134797235,-2.19258486684098,0.00296817305342792,0.014862344714872,0.00104005253651712,-2.15373857037736,0.00976708747141414,-0.00309172921770858,0.00293004275165966,-2.19541094815291,0.00922135188453567,0.0116108070647214,0.00347454549433082
"11422-2",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.116630414707251,-2.16541282217823,0.00319345116543418,0.00694541811961856,0.000892660756848897,-2.15914669999541,0.00287418091146815,0.0060471156826957,0.00095373790687621,-2.15163794668769,0.00994029302636457,0.018112871839545,0.00321438007354666,-2.17021918466686,0.00845112278362855,0.0091555022029073,0.00338161454221716
"11422-3",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.11543270124612,-2.1867202545149,0.00334448018608097,0.0111847713635879,0.000957103215948963,-2.17778111345808,0.00301189763431519,0.0105145861305505,0.00105593216543364,-2.14078677934064,0.00989264390982727,0.0135155123339736,0.0023221903946729,-2.20125273215538,0.0121581757191298,0.0177588277657423,0.00478003556871753
"11422-4",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.11519880034571,-2.16941501691018,0.0034924188944693,0.00316628354634807,0.000991770090152238,-2.16971020405549,0.00306924490503145,0.00464201344723892,0.00107254805303058,-2.19555039844052,0.0115336960919273,0.00937767323222793,0.00299557649778616,-2.18207966374096,0.01056072121294,0.00808441479566993,0.00394312825559298
"11422-5",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.116153344942522,-2.1751380688461,0.00325573091679551,0.00888038007871022,0.000889729135927101,-2.16900192474558,0.00292346191970451,0.00875648268369043,0.000935474960650543,-2.21047637448084,0.0100028579186991,0.0122549768865189,0.00208185159595864,-2.17906084460185,0.0104606337917377,0.0104254950119705,0.00382341986556351
"11422-6",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.115672077452062,-2.18452322162843,0.00327652959089414,0.0105340168946137,0.00086298165283551,-2.17758020778364,0.00295644869995987,0.0104984750024641,0.000903161654922474,-2.18933575447856,0.0114998077400394,0.00951051283157,0.00419649011926065,-2.1847039059044,0.00655845671978611,0.010858638619974,0.00225273831349242
"11422-7",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.114374363633766,-2.19713897880852,0.00332856558945657,0.011595787139122,0.00093866231543356,-2.19055244612006,0.0029833299431367,0.0121734523694756,0.000993348731609489,-2.1862121997983,0.0112549314085116,0.00520953429011369,0.00388759308052659,-2.20015438012561,0.00571570329118747,0.0132140551051165,0.00215509655741896
"11422-8",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.115777059130224,-2.1926011444081,0.00329482677899601,0.0137941313765181,0.000864979704345559,-2.18485018677515,0.00295344383333186,0.0151195283145409,0.000931987555980037,-2.25310451940941,0.0112362501672231,0.0280602313692449,0.00307877780523371,-2.19589214884945,0.0129222295739025,0.0145125555802767,0.00483015935810354
"11422-9",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.116730339856659,-2.15770438418445,0.00334275299626138,0.00378019126839176,0.000929290621812047,-2.15475943195656,0.00302518243561011,0.00358100151844285,0.00101724057516679,-2.1697064277963,0.00965079548965059,0.00328556986218317,0.00205890322208513,-2.15393584495243,0.00920076502114432,0.00221134988058468,0.00331412007308485
"11422-10",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.374165738677394,0.115797581794425,-2.18156919758583,0.00330377954653799,0.0101675818028257,0.0009257477861231,-2.17607189219118,0.00300010778174539,0.0106577413873633,0.000996186541000657,-2.20131660721546,0.0106288442689864,0.0287012699354437,0.00384484442143362,-2.18718194796543,0.00781653049128732,0.012608613448645,0.0028675078694007
