"sim","N","beta0","beta1","muU","sigmaU","q","tau","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0,0.113390772207661,-2.20322310391232,0.00138154303596758,0.0105668117841082,0.000378439137431909,-2.19717435747729,0.00125118343976315,0.0110715091034566,0.000405567932553778,-2.20358101650894,0.00452335512216473,0.00852896895132044,0.00142127448427069,-2.20281843024338,0.00181397701116331,0.0103958190401959,0.000537000186374353
"11422-2",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0,0.113696134092866,-2.20054280740356,0.00142411439785307,0.0100861408431044,0.000385480667670421,-2.194408676899,0.00127791878496493,0.0105486585604705,0.000412437432343595,-2.19339303285484,0.00471468763456045,0.00834578098877683,0.00127192544654929,-2.20011317604824,0.00177909037412516,0.00977182045346971,0.000552431701142514
"11422-3",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0,0.113631538824745,-2.20049612030729,0.00140779867367101,0.0100977428866035,0.000386154187612366,-2.19469690096698,0.00127171253612535,0.0105393099573981,0.00041256823602714,-2.2023274489924,0.00463175645706367,0.0112227814731798,0.00125049980742921,-2.20093723310695,0.00184529518372255,0.0102303150310688,0.000522127673730911
"11422-4",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0,0.113809858478182,-2.19949775853179,0.00140768303231254,0.0102970183966941,0.000385255159531678,-2.19348046436077,0.0012686103117623,0.0107780980621708,0.000412186567377583,-2.20669573816575,0.00449413374006988,0.0122486387089617,0.00118318282151221,-2.20046530902314,0.00173908067017229,0.0105462356455319,0.000571248888041383
"11422-5",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0,0.11370841124457,-2.2002181934053,0.00142046860455268,0.01039640032417,0.000398610093190932,-2.1942588302477,0.0012785396241873,0.0109394691955197,0.000429146425823846,-2.20002080098599,0.00471406813600039,0.0112163583892535,0.00147026441705446,-2.20022172155178,0.00173255060653844,0.0103233331703044,0.000497656015125284
"11422-6",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0,0.113378387284495,-2.20278246409239,0.00140887417188908,0.0103958297339052,0.000396429985233823,-2.19664757658085,0.00126748678566923,0.0108294590437859,0.000424858281136903,-2.20404475410305,0.00467406201302541,0.00929492134285803,0.00143943481326949,-2.20177793755795,0.0019244716681903,0.0099897289218237,0.000618306546803179
"11422-7",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0,0.11380645660019,-2.19729493162175,0.00139544590307484,0.00950003377044369,0.000382067714980357,-2.19196619789354,0.00126242544025466,0.0100499448945116,0.000411249625039261,-2.19440594747987,0.00423519189771756,0.00918680392341032,0.00102905649721235,-2.1966650445144,0.00155813957229463,0.00916170956615449,0.000489205810963146
"11422-8",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0,0.11362235546462,-2.20028715533578,0.00140823267990222,0.00995131824270122,0.000385012686658267,-2.19456519200446,0.0012724492660594,0.0104284301919928,0.000413053506396349,-2.19835866507278,0.00434179949299749,0.00914941205374712,0.00104643441971083,-2.20018361008372,0.00172370859126316,0.0100899801297101,0.000534847108701627
"11422-9",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0,0.11391335373333,-2.1992167434379,0.00143487206402232,0.010191085641917,0.000387069464749718,-2.19294469786895,0.00128836428990351,0.010591914671598,0.000414304071876763,-2.19309297001699,0.00452471456644599,0.00909427662571629,0.00132359987414276,-2.19861543905583,0.00180897893613904,0.010059748976878,0.000531097620741181
"11422-10",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0,0.113616233122795,-2.19868991807207,0.00140341549458832,0.00958925200955888,0.000394362192313201,-2.19274949134054,0.00126026507955684,0.00981587056806374,0.000419226253518903,-2.20019837795814,0.00430112491437704,0.00859216654096433,0.00105768333938334,-2.19851467932104,0.00171477094121752,0.00972844508822282,0.000498305805762729
