"sim","N","beta0","beta1","muU","sigmaU","q","tau","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113671678965502,-2.19896174935031,0.00137982467756995,0.00986023290637729,0.000378699450202653,-2.1935740227567,0.00124955381523991,0.0104684879881223,0.000405786222958899,-2.19873405563988,0.00441573057401167,0.0089301560960544,0.00134070654447204,-2.19780178817152,0.00201348328912003,0.0094765954267076,0.000634560404929536
"11422-2",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113810441994136,-2.19917763246779,0.00142525594227718,0.00994816986567418,0.000387192517861597,-2.19292299233744,0.00127414569442614,0.0104404699239999,0.000416596588488721,-2.19985333003781,0.00446313330178644,0.00967908170226165,0.00123888540427976,-2.19742542324998,0.00209150236197719,0.00939247902730505,0.000694507618535836
"11422-3",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113938479410082,-2.19260243904186,0.00140512106313689,0.00808505905564844,0.000387392766913769,-2.18810571636749,0.00126579639306151,0.00856636026330772,0.000413688036004031,-2.18846860625861,0.00461021572441148,0.0083265569020509,0.0012425185630623,-2.1929915331195,0.00225961003159176,0.00797056300215137,0.000749151126799023
"11422-4",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113837822820385,-2.19994267249081,0.00140922170141676,0.0105528210758583,0.000385502989175404,-2.19410070753753,0.00126767408175691,0.011260828263985,0.000411983674378813,-2.20920710938287,0.00464020791280667,0.0127167436297549,0.00140475493222091,-2.1992270078686,0.00188556119671069,0.0101752963105391,0.000565781870186295
"11422-5",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113947070931652,-2.196177515162,0.00141941559143786,0.00957573132707469,0.000397175870457222,-2.19062683229566,0.00127306879433524,0.0101428133090937,0.000427534791960891,-2.1880227208267,0.004403288937125,0.00721621633246211,0.00121488933358116,-2.19521823226868,0.00201711535310752,0.00929949990462382,0.000716475395676072
"11422-6",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113555508184851,-2.19685396226768,0.00140744403294747,0.00864483400392231,0.000398157957068147,-2.19187234024385,0.0012669057332136,0.00905231092288133,0.000427006231108812,-2.19538487975204,0.00437711276739897,0.00896580044629395,0.00124922399574641,-2.19530530708272,0.00160503914300644,0.0081004524812984,0.000484659697892952
"11422-7",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113994214527276,-2.19697361990919,0.00139402606596015,0.0100069701643999,0.000380399332449249,-2.1911692909421,0.00126190538863936,0.0104774821950918,0.000409541611715292,-2.18663695377219,0.00435246758614679,0.00794035737519215,0.00116735617857896,-2.19710196604889,0.00222549748578136,0.0100785078287978,0.000799121618970499
"11422-8",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113944254035402,-2.19556873452642,0.00140608626675478,0.00923790922698687,0.000385519187506718,-2.18987122516498,0.00126813712536641,0.00946512890962525,0.000411505287243489,-2.19526608325932,0.00464529106517047,0.00932086639050865,0.00128168177182376,-2.19594486866323,0.0016468177959127,0.00953749321580298,0.000511778194479286
"11422-9",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113908522012185,-2.19674578883762,0.00143479077768629,0.00922596228519885,0.000387380141977205,-2.19142471901686,0.00128722677134984,0.00969620063325294,0.000410502368408032,-2.19616327349601,0.00453404501114558,0.0109773592055989,0.00125251868854384,-2.19609352112865,0.0023751096311156,0.00894886890003936,0.000757143397187816
"11422-10",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113788748202676,-2.19853732746928,0.00140372444095876,0.0101372026559331,0.000394691881006978,-2.19210309790857,0.00126302871734137,0.0103649647837623,0.000425146904661776,-2.19126292815127,0.00462376809500436,0.00822551616412229,0.00137131130965688,-2.19882561309238,0.00212797417421792,0.0103554314012712,0.000691105173356122
"11422-11",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113632674305114,-2.19804553481118,0.00140395222006438,0.00927683572690431,0.000390763597534833,-2.19229386400917,0.00125726979923109,0.00964487696217067,0.000417641289916876,-2.19777839635276,0.00446468183113556,0.00902732465184387,0.00116817009555322,-2.19622137973296,0.0017657804544002,0.00882868736669676,0.000561535222322487
"11422-12",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113780986706338,-2.19711892960957,0.00143318330142919,0.00909556926306679,0.000392547965644287,-2.19188872191769,0.00128921175498123,0.00958810502043865,0.00042122777203547,-2.19422991321367,0.00474582765059773,0.00556704049955608,0.00138749006996206,-2.19683405786891,0.00206248186944953,0.00888609741566815,0.000651817327170611
"11422-13",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113907301647719,-2.20101753875043,0.00140185930772853,0.0110807560672911,0.000376491228269911,-2.19443516859936,0.00126571053455862,0.0115603498663591,0.000402737641532436,-2.204780934999,0.00468997409543427,0.0121887154833335,0.00133186029367653,-2.20140686947817,0.00184266867872924,0.0111635907533101,0.000606975005694424
