"sim","N","beta0","beta1","muU","sigmaU","q","tau","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.11436873728471,-2.19401708485455,0.00137561181906938,0.0103276878447451,0.000377061010244017,-2.18850747355738,0.00124580951894091,0.0110365994858931,0.000403869045109287,-2.19364428300937,0.00441629671347136,0.0062627988811346,0.00134890009511026,-2.19241074656698,0.00284525401290434,0.00977233744177772,0.000997712929212238
"11422-2",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114724067339769,-2.1863864718192,0.00141993845816612,0.00812098173433791,0.000387604634934466,-2.18080864724906,0.00126903925723748,0.00827314084582124,0.00041759327156019,-2.17550449654859,0.0044739868901413,0.00403035554319927,0.00125977450964409,-2.18537825582463,0.0025823249908368,0.00783448287869718,0.000902752163519912
"11422-3",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114741818753237,-2.18607898836837,0.00139951349603222,0.00825728180595873,0.000385748347062443,-2.18160392103569,0.00126468280082802,0.00875002376031559,0.000412338133948184,-2.20007823941395,0.00463795959408011,0.0113359939869286,0.00127234078608211,-2.18631085026844,0.00306049510392221,0.00820239039864553,0.0011210213229958
"11422-4",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114644362054819,-2.19232194168345,0.00140241983409202,0.0103479214502244,0.000383845825507653,-2.18624383083405,0.00126388437763932,0.0108149832910006,0.000410708396145943,-2.17935184654106,0.00439672226971782,0.0107061194630673,0.00120113188637897,-2.19375453574041,0.0021441434625631,0.0108557484328875,0.000796633416257067
"11422-5",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114459349994365,-2.19052001805322,0.00141493086622396,0.00910596167221136,0.000397011203854774,-2.18521255699826,0.00126852430392295,0.00962115560650215,0.000426750163095147,-2.17819261263253,0.00475374929822859,0.00116456474482575,0.00173593496328944,-2.19015075706619,0.00282637667108881,0.00907655629949847,0.00106379919032146
"11422-6",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114752092954342,-2.18672588199939,0.00140017520968641,0.00878267537937956,0.000395703995782795,-2.18136227743611,0.00125982272751141,0.00904676608337472,0.000424675347251911,-2.18914699018635,0.00454104425956445,0.00766823628570772,0.00140658777999594,-2.18338829931195,0.00271054138768505,0.00754527209486148,0.00105532855839908
"11422-7",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.115300186647724,-2.18646319414548,0.00138664647602336,0.0103133771128645,0.00037774327590553,-2.18097002836708,0.00125469896625552,0.0110661405471655,0.000406144110818091,-2.18348216995298,0.00438962260904676,0.00883858920921943,0.00133774330322481,-2.18634851569715,0.00260557104595848,0.0103296491885638,0.000919894040538649
"11422-8",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.11479792680759,-2.19177322309712,0.00140090107361777,0.0106703711812647,0.000382283091494127,-2.18572586013472,0.00126591569134817,0.0112284011587288,0.000409961549070997,-2.18103328078832,0.00429874378904908,0.00854642962703337,0.00105314149617589,-2.19085360327007,0.00207188515724422,0.0105105109750346,0.000726856182960264
"11422-9",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.113991816829325,-2.19127498987687,0.00143407476700808,0.00745828922682059,0.000388823964649711,-2.18696931294279,0.00128632922799238,0.00783657481961111,0.000412291785331387,-2.17607022492254,0.0046183255692338,0.00686457076560076,0.00126742937239089,-2.19177006120657,0.00275746041565358,0.00762164839733191,0.000964926005245134
"11422-10",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114840234614399,-2.19012593311388,0.00139707041301235,0.0104399155699772,0.000392536653988342,-2.18252342544384,0.00125713900547456,0.0101394901573774,0.000423438586080192,-2.18974476377333,0.00462676564936326,0.00773067373718081,0.00140300157620762,-2.19051044312544,0.00338297508950547,0.0106406118093463,0.00121284056900881
"11422-11",2168,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.264575131106459,0.114560418948518,-2.19605036494667,0.00139866628188539,0.0116471917811331,0.000386257630088062,-2.18961129974537,0.00125248375285452,0.0125432557723357,0.000411737348691072,-2.18896838443647,0.00441299055070017,0.00774136331568868,0.00129336550518296,-2.19305335505982,0.00301009952448693,0.0105376201135448,0.00112783494863236
