"sim","N","beta0","beta1","muU","sigmaU","q","tau","avg_prev","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_imp","se_beta0_imp","beta1_imp","se_beta1_imp"
"11422-1",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.11369049866991,-2.20002132300366,0.00330830352731769,0.0109423217397406,0.000976793777913526,-2.19419533846701,0.00297726724408038,0.0116656008444659,0.00105205897749947,-2.21567010107978,0.00993453947237226,0.0100191374023287,0.00285476608826474,-2.20149335608614,0.00436515701578858,0.0111326137427758,0.00156463172515479
"11422-2",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.11346193671219,-2.20050427917774,0.00323963481544817,0.00966167009059296,0.000875583860521425,-2.19420446793472,0.00291922208471032,0.00975964469109561,0.00092345237768184,-2.17752060319254,0.00944108073740526,0.00388915638312309,0.00176997570900474,-2.20008534722614,0.00451199644508877,0.00964486133834422,0.00146990915198257
"11422-3",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113414907558298,-2.20094309490271,0.00343300914684693,0.00981266264348385,0.00100245722128702,-2.19499617884033,0.00307321917888189,0.0103111980732283,0.00110125361267206,-2.21094021087923,0.0107635469945041,0.0180865308710803,0.00297501947791852,-2.20181703808513,0.00614282633655695,0.0105675101177396,0.00220437524340787
"11422-4",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.114207479079954,-2.19198088507098,0.00350593101159677,0.00843147682222838,0.00097902104107915,-2.18637799668945,0.00312439889098074,0.00854302935297477,0.00104803577848809,-2.19098564520536,0.0111105056003071,0.00817289193081441,0.00393767395406682,-2.19075623568895,0.00445651263087886,0.00799355973248871,0.00136135974919871
"11422-5",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.11453224169448,-2.19305804901362,0.00331077474448767,0.0102744415147747,0.000904082009586814,-2.18682955767228,0.00296828456749162,0.0105908824123438,0.000948496223395503,-2.19006211649353,0.0106074375839175,0.00306469652732195,0.00293459459355293,-2.19078816867123,0.00451458871829597,0.00943677994288694,0.00139200315722634
"11422-6",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113905412787866,-2.19784836899173,0.00334768050391075,0.0100559048617391,0.000930313536566809,-2.19149648711824,0.0030054631290514,0.0101875934019107,0.00098375462461209,-2.17616631130707,0.0118525155154588,0.00631636520408742,0.00417326345140665,-2.19562848176637,0.00495166302996554,0.0091003207368444,0.00169517654320696
"11422-7",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113370138601903,-2.19019799915635,0.00332787086531045,0.0053957205916764,0.000966030043511208,-2.18711010820673,0.00298313000022581,0.00570675353742286,0.00103985182638837,-2.16941876326218,0.0112961239167978,-0.00355370085084531,0.00376143214569932,-2.18696226102022,0.00461125947946023,0.00415406041995356,0.00171369349387813
"11422-8",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.114574031912166,-2.18541356821004,0.00330049581659426,0.00759290076821147,0.000923772263433291,-2.18132527891655,0.00296087318830062,0.00815630801523989,0.000982375803126909,-2.16987386172989,0.00983838478980583,0.00515431204586841,0.0020767986869858,-2.18458636679514,0.00498882559101209,0.00733582927055143,0.00166997904348268
"11422-9",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.114533481407922,-2.19204636879954,0.00334711019672742,0.00973116342638079,0.00091301702525194,-2.18578969846011,0.00300216494714347,0.0100155453677823,0.000979120929534583,-2.21755569523274,0.010476028957789,0.0159688373362777,0.00221339021549621,-2.19344288424813,0.00440268508271651,0.0100853527277772,0.00143523074398356
"11422-10",387,-2.2,0.00995033085316809,-0.7,0.8,0.1,0.1,0.113607068241279,-2.20409537808871,0.00330709320078661,0.0116408530675309,0.00091408436061903,-2.19887887326795,0.0030092212837091,0.0129385297152041,0.000994560237516759,-2.20765207227847,0.00989753203504642,0.0134170707973002,0.00230413873738581,-2.20668761672038,0.00473100266783625,0.0125546854354807,0.00166698734041249
