"sim","N","beta1","muU","sigmaU","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11422-1",100,0.00995033085316809,-0.7,1,0.1,0.0713885607648002,0.0134362606202147,0.00280763196953951,0.0122060282647474,0.00266165389158269,0.0181729629223104,0.0113830039830457,0.0109036290715715,0.00537788302003852
"11422-2",100,0.00995033085316809,-0.7,1,0.1,0.0720107973032369,0.00937549616599951,0.00212222408806711,0.00872144671566777,0.00207182632763288,0.00482043413382171,0.0080944158586424,0.00798360993299327,0.00248207272841585
"11422-3",100,0.00995033085316809,-0.7,1,0.1,0.0722424035681133,0.00962997391221154,0.00185474114480414,0.00894752770618997,0.00184654316396136,0.0211800840767123,0.00893074536894134,0.0102035496704546,0.00359687693553095
"11422-4",100,0.00995033085316809,-0.7,1,0.1,0.0712983084049574,0.0106766631676041,0.00185687027109713,0.0100831379077953,0.00187189455703253,0.0226719767241166,0.0140458353869443,0.0140621437109473,0.00408464093860761
"11422-5",100,0.00995033085316809,-0.7,1,0.1,0.0709887325951991,0.00772164363933068,0.00265757586709801,0.00592044387356805,0.0025475538150516,0.0121046476100877,0.00979776382950855,0.0109861552749704,0.00404112480190648
"11422-6",100,0.00995033085316809,-0.7,1,0.1,0.0721080241497393,0.0112403052079547,0.00258121205707108,0.00997623151443124,0.00243779446963758,0.0697968356866377,0.0276392134463308,0.0244386994432265,0.00688458663776744
"11422-7",100,0.00995033085316809,-0.7,1,0.1,0.0720631885752345,0.00798472334106746,0.00224022565435966,0.00642004018248084,0.00212042166314226,0.00503833945528136,0.00886174535569232,0.00570845649140705,0.00384699420571289
"11422-8",100,0.00995033085316809,-0.7,1,0.1,0.0716042260701703,0.00717395598211412,0.00246811672071642,0.00519744955417055,0.00239942675134577,0.0259986604703586,0.0125774098710452,0.0110442287969645,0.00490940054042461
"11422-9",100,0.00995033085316809,-0.7,1,0.1,0.0724285810163976,0.00949342326311196,0.00242190971244143,0.00789324620044887,0.00220318627863295,0.01456356013372,0.00946784263195518,0.00785253198557163,0.0046640207888338
"11422-10",100,0.00995033085316809,-0.7,1,0.1,0.0712213258609656,0.0054794967274826,0.00253932400312588,0.00551691332223421,0.00238369346522122,0.00422639195807229,0.0126776920230566,0.00805434049573719,0.00277364596131322
