"sim","N","beta1","muU","sigmaU","pV","avg_prev","beta_gs","se_beta_gs","beta_n","se_beta_n","beta_cc","se_beta_cc","beta_imp","se_beta_imp"
"11422-1",100,0.048790164169432,-1.2,1,0.1,0.122896023514777,0.0485148163109775,0.00203406088148898,0.0390967913747839,0.00175520067253509,0.0573069490300154,0.00576995755123022,0.0029628563457714,0.00530226565305331
"11422-2",100,0.048790164169432,-1.2,1,0.1,0.127379800396734,0.0498347693185204,0.00135151805318044,0.0467128998931986,0.00130375505913411,0.0478530495084678,0.00873721684138591,-0.00310475265094356,0.00343562841293344
"11422-3",100,0.048790164169432,-1.2,1,0.1,0.123811676837627,0.0502514371644707,0.00177257442595183,0.043837991883687,0.00167479678425062,0.05436196365195,0.00693276210634168,0.00919357881946568,0.00703033580968135
"11422-4",100,0.048790164169432,-1.2,1,0.1,0.125298716306156,0.046223768676327,0.00161725679142812,0.0418302310338761,0.00150884150627151,0.0500055233642682,0.00409576672083766,0.00191288009553968,0.00680245860965277
"11422-5",100,0.048790164169432,-1.2,1,0.1,0.125918142000644,0.050360839487841,0.0014291698053342,0.0460811272869683,0.00137858828343583,0.0465182226942302,0.0058233172541865,0.0056667841141284,0.00568010265341174
"11422-6",100,0.048790164169432,-1.2,1,0.1,0.126328269299959,0.0481113392919262,0.0012571553038028,0.0456383790717103,0.00124468297061283,0.0594232061117935,0.00586405862444605,0.02470201296093,0.00785593452880815
"11422-7",100,0.048790164169432,-1.2,1,0.1,0.121799840858531,0.0520464672866809,0.00252764380563454,0.0425166625809479,0.00228648064242571,0.0643718468527483,0.00705304797918186,0.0109596255165436,0.00585798905896118
"11422-8",100,0.048790164169432,-1.2,1,0.1,0.123323297642069,0.051098597631212,0.00225143108420396,0.0435217906545352,0.00210055317414634,0.0480377102154647,0.0117832588225814,0.00391830867315818,0.00444326487085545
"11422-9",100,0.048790164169432,-1.2,1,0.1,0.125321127263189,0.0494893145704003,0.00167263776246169,0.0449438367300847,0.00162270444994251,0.0472261655422686,0.00879640711132304,0.0196129366207538,0.0073107677242759
"11422-10",100,0.048790164169432,-1.2,1,0.1,0.126981071763124,0.0504416745596745,0.00140262610742459,0.0462905371728407,0.00136691013908148,0.0521169612412163,0.00428816304939621,0.000915554986038573,0.00340920007598253
"11422-11",100,0.048790164169432,-1.2,1,0.1,0.127919342186052,0.0492106255268976,0.00146350823332446,0.0455055140418037,0.0014382556638592,0.0538684869228245,0.00538400398534385,0.032609820803033,0.00299088270817801
"11422-12",100,0.048790164169432,-1.2,1,0.1,0.125766612160648,0.0491952680245262,0.00186198387447573,0.0443304181389632,0.00177920469805083,0.0392908854067612,0.00702048090861646,0.00637564556860487,0.00957636437112466
"11422-13",100,0.048790164169432,-1.2,1,0.1,0.128195507097772,0.0486380160946741,0.00136514664274544,0.0450354170259992,0.00131638795968112,0.051030909918577,0.00311359378429985,0.0151191140145368,0.00351251991509985
"11422-14",100,0.048790164169432,-1.2,1,0.1,0.123808715138916,0.0472809567322189,0.00138489307215407,0.0424720864110752,0.00129711305450398,0.0441806087508945,0.00628673594827508,0.000486583440516812,0.00440413384515721
"11422-15",100,0.048790164169432,-1.2,1,0.1,0.124689690770499,0.0454443526372317,0.00182550087651458,0.0396846648197259,0.00171138048718922,0.0438037163700357,0.00670513017133007,0.00469419680219342,0.00563566949847355
"11422-16",100,0.048790164169432,-1.2,1,0.1,0.125260356544489,0.050221332148423,0.00181712918079586,0.0429783325139201,0.00168595707555489,0.0485675634587136,0.00420845912376913,0.0142950216061037,0.00480329725866459
"11422-17",100,0.048790164169432,-1.2,1,0.1,0.123802320973028,0.0478615067700987,0.00174497372430485,0.0427644571521867,0.00161223198972087,0.0694175146285967,0.0079765331454863,0.0157787076819717,0.00480180496906285
"11422-18",100,0.048790164169432,-1.2,1,0.1,0.124589422863492,0.048791657895018,0.00162954476739209,0.0454574599426239,0.00156219326004278,0.0499134949596583,0.00436710650147537,0.00664744687799642,0.0046103995488297
"11422-19",100,0.048790164169432,-1.2,1,0.1,0.124843982414562,0.0467904473510156,0.00167718852076911,0.0430818933311031,0.00163461548216703,0.0396946545831058,0.00682130859295949,0.00826764207032583,0.0061050415914135
